id видео;Название видео;Публикация видео;Просмотров;Лайков;Дизлайков;Положительных комментариев (всего);Негативных комментариев (всего);Комментарий
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;<b>ох уж эти масонские рукопожатия....</b>
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;трамп молодец наклонил путина
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Мелане Путин трамп трамп
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Путин дальневидный, вовремя развелся..
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;ну что выклянчал путло санкцыи
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;России в очередной раз указали на ее место... третье снизу
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Один бздёж, как обычно
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;<a href="http://www.youtube.com/results?search_query=%23%D0%9F%D1%83%D1%82%D0%B8%D0%BD%D1%85%D1%83%D0%B9%D0%BB%D0%BE">#Путинхуйло</a>
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;два еврейи трахает вес мир ахринет  россие еврей призидент а наши пиёт пиёт и жрёт лохи
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Что в мире происходит, Америка ведет войну из Сирией и только как они обговорили стрельба прекращена, понимаете все да люди?
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Когда закончится этот рашисткий пи...ж?
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;канал для животных )))
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;С ТРАМПОМ СИДЕЛ ОДИН &quot;ПУТИН&quot;, А В ТЕАТРЕ ДРУГОЙ. РОЖИ РАЗНЫЕ! НЕ ЗАМЕТИТ ТОЛЬКО СЛЕПОЙ.
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Продажные СМИ, дизлайк
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;как смешно!!!!у путина были на самите самые длинные шнурки гордитесь россияне!царь лутший!
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;ой не сладко вам будет, журнашлюхи<br />вы даже не представляете что с вами будет в скоре
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;путина ждёт участь Чаушеску!
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;ахахааха какие же вы пропагандоны лузеры аахахаха<br />от плешивого хуйла
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;ну пожал &quot;лапу&quot; лилипуту и что?,такой феерверк эмоций!?)))))))))))))))))))))))))))))))))
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;ведущий сталинофоб.терпеть его не могу.противен он.
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Главное что та продажная с..а, Хилари Клинтон, не стала президентом. Трамп нормальный мужик.
